id,Stock,Beta,marketcap,trailingPE,forwardPE
1055,KMX,1.605,13756497920,27.83067,25.249275
1056,HES,1.276,46883680256,33.99555,15.387096
1057,TJX,0.866,115586342912,26.274612,22.487803
1058,SE,1.494,30548043776,214.84,38.364285
1059,HSY,0.339,39719235584,21.46799,19.124876
1060,ETN,1.07,125038231552,39.085,27.524649
1061,NE,0.993,6923693568,14.605422,8.345956
1062,L,0.826,17396115456,12.446741,26.996552
1063,DHR,0.86,184928649216,44.276596,28.83603
1064,CIM,1.725,1112678912,20.043478,7.3174605
1065,CROX,1.999,8699684864,11.251957,10.58131
1066,CHTR,0.962,41962905600,9.687667,7.8485017
1067,WU,0.86,4783913984,8.321428,7.8539324
1068,PXD,1.329,61326041088,12.98862,12.24347
1069,EMN,1.539,11786172416,13.380507,11.222844
1070,THC,2.072,10510474240,18.408056,14.888103
1071,PH,1.519,71369547776,27.473555,21.100607
1072,TSM,1.232,705692762112,26.887352,19.135021
1073,SWN,1.121,8349066240,5.3758864,5.6567163
1074,SLM,1.168,4801426944,9.041493,7.5659723
1075,GBX,1.629,1619830656,15.505953,12.707317
1076,TSCO,0.842,28247963648,25.91287,23.202127
1077,SPTN,0.533,696624512,13.473332,9.858537
1078,SCHW,0.996,131974922240,28.480314,16.706697
1079,FE,0.473,22184910848,19.70408,13.550878
1080,ETR,0.701,22535520256,9.5207205,13.671411
1081,CX,1.069,13053508608,75.083336,9.688172
1082,CLMT,1.785,1192115328,25.186441,18.345678
1083,CLB,2.392,797027968,33.490196,14.598291
1084,SANM,1.038,3468157952,13.458875,9.670296
1085,MUR,2.201,6972723200,10.803782,7.811966
1086,MMC,0.891,101271298048,27.318302,21.819916
1087,FLR,2.12,7192335360,78.29629,13.422221
1088,CZR,2.811,9460962304,12.016483,17.637096
1089,SIX,2.208,2214238464,57.21739,12.018265
1090,PVH,2.204,8385628672,16.759237,11.639901
1091,PCG,1.327,43766562816,15.9619055,11.4013605
1092,H,1.493,16148116480,78.245094,36.19501
1093,GPC,0.945,21600804864,16.605574,14.629839
1094,FUN,1.416,2138136064,17.314049,10.345679
1095,DTE,0.642,23204569088,16.588757,15.618384
1096,CP,0.767,82256166912,28.441936,23.202631
1097,CNI,0.658,84326014976,20.97293,19.806015
1098,WEN,0.812,3870979584,19.42268,16.821428
1099,CCI,0.751,45985251328,30.586706,40.547894
1100,WPC,0.876,12341847040,17.207317,22.576
1101,TRP,0.74,41714335744,19.802956,12.445821
1102,TDC,0.948,3766457856,63.393436,14.322222
1103,OC,1.458,14510183424,12.694064,11.232323
1104,MFC,1.099,45126938624,13.015625,8.471187
1105,INCY,0.655,12791246848,21.498114,10.434066
1106,RCL,2.518,35676913664,22.03011,11.901541
1107,ERF,2.652,3996091648,9.406699,6.8501744
1108,COO,0.932,20165783552,69.49315,25.686075
1109,CNQ,1.983,81736425472,13.90164,10.934097
1110,MAS,1.257,17335062528,19.62189,17.260393
1111,LNG,0.941,37851123712,3.9607072,16.356998
1112,IMAX,1.254,856222528,35.152172,13.363636
1113,FMC,0.857,7950842880,5.6321836,12.564102
1114,DCI,1.095,8989157376,24.40523,20.629835
1115,CTAS,1.258,69695070208,49.748734,41.866547
1116,CCJ,0.916,18808504320,71.01639,34.935482
1117,TRGP,2.187,24921694208,30.59836,15.404402
1118,PGR,0.347,121134063616,31.431612,18.515667
1119,EQT,1.136,16337526784,8.784361,8.219512
1120,WAT,0.926,20379312128,31.755535,26.21706
1121,TRI,0.395,70335897600,27.386642,38.667492
1122,MAIN,1.279,4020521984,9.045889,12.007614
1123,GNTX,0.987,8361490944,19.630434,14.864197
1124,CRUS,1.003,4992223232,29.291138,14.881029
1125,PPC,0.82,8126667264,25.235294,10.929935
1126,EGO,1.13,2858151680,26.055553,17.37037
1127,CSGS,0.836,1517507712,23.427273,11.848276
1128,COLM,0.944,4854215168,19.84841,18.619265
1129,CMS,0.374,18018609152,20.046513,16.761112
1130,MSM,0.904,5463410176,17.421904,14.792684
1131,CR,1.413,7714585600,38.172318,24.260323
1132,CQP,0.679,23906785280,7.106475,11.844125
1133,CNP,0.928,18036934656,20.79562,16.373564
1134,CACI,0.889,8442264064,22.987257,16.659191
1135,ULTA,1.311,25238738944,20.087591,17.682787
1136,SF,1.177,8035563008,18.264017,10.231675
1137,NWE,0.439,3120751104,15.816771,13.802168
1138,NFG,0.632,4949094912,11.262054,8.567783
1139,MOD,2.283,4969660416,22.397648,24.984253
1140,HMY,1.11,5093039104,10.75,16.67347
1141,FLS,1.468,5994449408,32.169014,15.484746
1142,CRC,1.484,3788769280,7.082262,8.4899845
1143,CPK,0.604,2389292032,22.68499,17.195515
1144,CE,1.343,19173216256,9.547778,12.364029
1145,TEL,1.395,44849971200,13.806084,17.269918
1146,SNX,1.55,9821716480,16.880598,8.587699
1147,SJW,0.576,1814297984,21.115671,18.863333
1148,PDCO,1.041,2477218816,13.620689,11.239837
1149,MCY,0.808,2857148672,29.65517,10.978724
1150,JKS,0.356,1293347840,2.5014896,2.682641
1151,JAZZ,0.594,7507620864,19.708673,5.717949
1152,CBOE,0.603,19398580224,25.768583,20.574467
1153,TRNO,0.823,6354300416,36.685085,34.40415
1154,SNV,1.413,5865464832,11.578035,9.04289
1155,OSK,1.278,8177908224,13.734582,11.194793
1156,OLN,1.423,7034890752,16.470589,9.5299835
1157,OLED,1.457,7978735104,39.728775,29.500875
1158,MTW,2.038,501736704,12.972477,9.364239
1159,MTRN,1.146,2731296000,28.766376,18.097527
1160,KGC,1.131,7542781440,18.029411,20.433332
1161,IAG,1.442,1653791104,18.499998,15.136363
1162,FHN,0.947,8546137600,10.0,9.6855345
1163,DECK,1.013,24160450560,34.01735,31.126324
1164,CNC,0.379,41976049664,15.854547,10.326317
1165,CASY,0.826,11788128256,25.313992,22.860733
1166,TK,0.639,664664000,4.727273,16.930233
1167,SM,4.203,5769987584,7.2667637,7.352507
1168,MTG,1.224,6011061248,8.979919,8.70039
1169,ERIE,0.421,20998055936,47.188015,37.670734
1170,CRK,0.701,2711634432,12.210526,6.8235292
1171,CMC,1.315,6800159232,10.203125,12.167702
1172,UTHR,0.521,10810278912,11.596164,9.240547
1173,TU,0.702,23630759936,37.23256,17.988764
1174,MKL,0.698,19946602496,10.352317,15.412074
1175,KRC,1.035,4316116992,20.23889,22.487654
1176,KIM,1.439,13219748864,19.22549,26.146667
1177,ITT,1.426,11168062464,27.370222,20.831547
1178,HNI,0.849,2134071424,41.40367,13.634441
1179,CUK,2.55,18630502400,46.03125,10.751824
1180,CPLP,0.865,957680320,8.093022,8.246446
1181,CNO,1.041,2985564672,11.45,8.011662
1182,ZBRA,1.784,15488409600,52.60733,21.409092
1183,SIMO,0.836,2570357760,48.6962,16.546236
1184,SBAC,0.555,23427219456,47.108696,34.83923
1185,NEOG,1.137,3416685568,157.79999,21.916666
1186,NAVI,1.39,1961849984,9.405405,8.018433
1187,LKQ,1.286,14239479808,15.173295,12.029279
1188,LANC,0.359,5714185216,44.27079,29.96104
1189,GIB,0.826,25693786112,21.664705,17.820969
1190,DENN,1.941,468193152,25.6,12.108108
1191,CSV,0.829,409423456,12.635514,10.521401
1192,CSL,0.917,18732036096,27.55626,18.624048
1193,CMA,1.272,7285625344,8.53882,8.941463
1194,CHD,0.529,25441728512,34.2,27.965147
1195,CDW,1.092,34329511936,31.577776,22.24174
1196,SCVL,1.538,994127424,13.671641,11.973856
1197,PCH,1.163,3738475520,61.064938,53.43182
1198,NWN,0.555,1402326784,14.370657,13.245552
1199,NTRS,1.134,18141370368,17.503937,13.192879
1200,MASI,0.951,7770303488,96.61185,38.14286
1201,LC,1.983,970512704,25.114286,11.878378
1202,IPG,1.123,12357796864,11.449123,10.6634
1203,GTY,0.908,1475986560,23.78261,23.177967
1204,EXK,1.595,561787904,80.333336,7.774194
1205,CSGP,0.829,39452307456,105.0,76.666664
1206,CPE,2.471,2378336768,5.7770596,4.7301583
1207,COR,0.446,48420618240,26.440699,16.654558
1208,CNK,2.282,2184972288,13.410447,11.092592
1209,CAKE,1.496,1847810944,17.46377,10.478261
1210,SCI,0.812,10872803328,21.022663,18.41439
1211,SCHL,1.057,1078720896,27.129496,12.528239
1212,PRGS,0.952,2339253504,33.955414,10.640718
1213,PNW,0.469,8476400128,16.94558,15.158216
1214,OGE,0.709,6871319040,16.57005,15.110132
1215,LSCC,1.384,10759754752,42.286488,43.703915
1216,LEA,1.536,8263086080,14.966942,7.9691973
1217,HTGC,1.316,2922111232,7.9870133,9.225
1218,FOX,0.794,14209973248,16.736843,12.178724
1219,USM,0.452,3102500096,57.93651,30.165289
1220,SXT,0.786,2929774592,31.307693,21.094513
1221,SON,0.682,5665832960,12.049999,10.554745
1222,SBRA,1.163,3418915328,246.16669,22.723078
1223,RKT,2.365,28915214336,8.074362,25.526316
1224,OTEX,1.101,10392655872,80.895836,7.6739135
1225,NCLH,2.595,8909000704,53.666668,12.168605
1226,JOE,1.296,3383824896,43.586464,527.0
1227,JBL,1.414,17084786688,22.780611,12.757143
1228,HFWA,0.537,671964288,11.08,10.205263
1229,FUL,1.513,4345016320,28.996363,16.012047
1230,CVI,1.58,3584935424,4.661438,13.76834
1231,CRI,1.294,3089177344,13.570514,12.714715
1232,CRH,1.35,59380523008,19.921478,14.898101
1233,CPRX,0.926,1878736128,25.301586,10.418301
1234,CPA,1.383,4377678336,8.080683,5.901417
1235,COHU,1.511,1569059840,56.49153,19.265898
1236,CHH,1.203,6261918720,24.921103,18.311594
1237,CAMT,1.412,3780531456,51.392635,29.705673
1238,VC,1.646,3233275392,6.897948,11.276126
1239,UTL,0.578,846153984,18.56383,16.887096
1240,UNF,0.82,3243366400,29.00167,21.490705
1241,SKT,1.777,3216318976,32.097828,33.942528
1242,SEM,1.359,3869993728,15.78534,14.4258375
1243,PRMW,1.209,2904695296,45.524998,17.679611
1244,NHC,0.375,1450728576,21.776497,219.7907
1245,NDSN,1.005,15701547008,32.14754,24.468805
1246,GEOS,0.77,175652544,7.053476,32.975
1247,FCN,0.115,7472297472,27.239637,21.79171
1248,DLX,1.473,906550912,34.898308,6.073746
1249,CVEO,2.16,393884128,13.35821,55.937504
1250,CHE,0.421,9704120320,35.841988,25.262888
1251,CCU,0.397,2215164416,20.672415,13.175823
1252,CCK,0.906,9574132736,21.079788,11.673049
1253,CBT,1.272,5110166528,12.005208,12.147562
1254,CALX,1.665,2168968960,78.952385,19.16763
1255,CAC,0.722,488279136,11.286196,10.066067
1256,VICR,1.529,1700834944,32.134453,39.42268
1257,TEX,1.629,4314800128,8.518518,9.057665
1258,SPNS,1.166,1792379648,28.714285,20.615385
1259,RCI,0.554,21875015680,34.45378,10.25
1260,POOL,1.008,15484796928,30.202097,27.393076
1261,NEU,0.461,6085568000,15.696759,24.57862
1262,MEOH,1.946,3007504384,17.365759,9.37605
1263,LOPE,0.586,4088833792,20.030882,15.9683485
1264,LNN,0.611,1297895680,18.8256,18.886036
1265,LINC,1.335,328073568,12.152941,15.191176
1266,GPOR,0.579,2912838912,2.4092686,5.178525
1267,FSTR,0.771,300453696,210.07692,16.353294
1268,CNS,1.432,3807984896,29.573078,22.614704
1269,CASH,0.711,1286775552,8.316309,7.60241
1270,WLK,1.295,19591405568,41.2973,16.289978
1271,VAL,1.102,5449591808,6.538662,7.5184817
1272,VAC,1.848,3789693696,17.154459,12.255973
1273,UAN,1.306,830664832,4.8185163,-12.51433
1274,TTC,0.727,9566813184,33.441605,19.331224
1275,SSD,1.304,8708084736,24.810156,21.087358
1276,RM,1.463,236254480,14.584337,3.776911
1277,REG,1.179,11256952832,29.686275,28.431925
1278,PNNT,1.564,448744576,9.2972975,7.5604396
1279,ON,1.809,31430047744,15.040901,14.253877
1280,MTH,1.759,6346283008,8.808233,9.152843
1281,LEU,1.393,651007680,7.634191,14.885304
1282,GHM,0.568,295396032,109.12,82.666664
1283,GHC,1.098,3421557504,17.514944,16.333616
1284,CRTO,0.93,1936810880,39.852272,10.048711
1285,CPG,2.882,5077390336,7.5833325,5.7272725
1286,CORT,0.472,2607593216,26.797873,18.253624
1287,CIG,0.782,5733364224,5.1458335,41.166668
1288,CHGG,1.277,779323968,47.312504,6.525862
1289,CCNE,0.769,421781408,7.9960785,8.123506
1290,TRMK,0.813,1719724800,10.411111,11.154762
1291,SQM,1.087,14041964544,6.9829545,7.9290323
1292,SMCI,1.272,59137662976,78.72409,32.761272
1293,SKM,0.556,8498758144,10.517074,4.7280703
1294,SCL,0.826,2022667648,51.451427,19.489178
1295,ROIC,1.438,1634062848,47.48148,42.73333
1296,PRIM,1.185,2282552320,18.270388,13.018349
1297,PODD,0.978,11985263616,58.101692,45.224274
1298,ORI,0.858,8545812480,14.6285715,10.556701
1299,NJR,0.65,4218203392,17.658436,14.796551
1300,KN,1.502,1444883328,20.379747,12.290077
1301,HMN,0.285,1512106880,33.93578,9.657964
1302,GRC,0.918,1036933760,29.514925,21.037233
1303,DNN,1.902,1737442176,39.0,-65.0
1304,CYD,1.057,348521280,8.793814,6.5615387
1305,CWT,0.485,2680743168,51.07692,19.611814
1306,CW,1.175,9797383168,27.849838,23.07845
1307,CTRE,1.066,3289779456,47.784317,21.758928
1308,CMCO,1.278,1283380352,26.565477,13.165192
1309,CLH,1.232,10858802176,28.965467,22.72122
1310,CDNS,1.044,84855234560,81.274155,44.78849
1311,CBZ,0.834,3933799936,32.84519,25.404531
1312,CAE,1.907,6569753600,32.761906,21.278349
1313,WBS,1.314,8709848064,10.340122,7.9328127
1314,TNC,1.092,2311319552,20.859348,17.77924
1315,TKR,1.544,6154145280,15.983547,12.744898
1316,RLI,0.349,6785227776,22.461422,25.865854
1317,PCTY,0.869,9681114112,58.06081,25.650747
1318,PBA,1.482,19418411008,16.063637,14.603306
1319,LADR,1.952,1409247232,13.740741,8.30597
1320,IPGP,1.185,4180636928,19.587473,19.587473
1321,IEX,0.966,18469629952,31.045801,26.933775
1322,IDT,0.981,959905216,26.075863,25.206667
1323,HAFC,0.939,481852224,6.0763364,6.803419
1324,GFF,1.382,3626384128,53.926468,13.190647
1325,FIX,1.191,11337354240,35.222836,25.195084
1326,FICO,1.221,31055431680,69.92781,42.76557
1327,FCCO,0.421,132973472,11.245162,9.125655
1328,EGAN,0.531,201256768,30.714285,20.15625
1329,EFSC,0.994,1521588224,8.0,8.666667
1330,DAN,2.496,1840865024,48.846153,8.089171
1331,CVBF,0.447,2486432256,11.220125,11.435898
1332,CRS,1.545,3529033472,24.712801,14.9414215
1333,CRL,1.392,13913229312,29.419111,21.8332
1334,CIVI,1.552,7668504576,8.415743,5.5980825
1335,CECO,1.231,802263104,62.216217,17.707693
1336,CCRN,0.739,650065088,9.131707,15.344261
1337,CASS,0.745,656638976,22.096329,14.776073
1338,WLKP,1.065,782063872,14.4155855,10.325582
1339,TRS,0.691,1096678400,27.5567,12.15
1340,TMP,0.632,724482752,76.19697,10.263266
1341,THFF,0.502,452834464,7.545276,7.19137
1342,TFSL,0.654,3525730304,50.24,52.333336
1343,STRL,1.191,3436399104,24.788765,19.455027
1344,STAA,0.835,1870586624,89.023254,40.294735
1345,SKY,1.53,4909625344,24.358168,25.682781
1346,PKE,0.445,336814016,35.382977,32.60784
1347,NWPX,0.933,343062880,16.593302,12.430108
1348,MTDR,3.332,8331559936,9.719069,8.103155
1349,MATW,1.108,953596544,29.046728,10.643835
1350,KAMN,1.195,1298997120,163.82143,33.72794
1351,IX,0.896,25438898176,13.896595,10.045578
1352,IRDM,0.869,3203187456,218.0,31.90244
1353,IMMR,1.467,237121232,7.192308,11.6875
1354,GLRE,0.818,440960416,4.988,7.7937503
1355,GDOT,1.031,492901088,71.76923,5.241573
1356,FSS,1.031,5178946048,33.152344,25.410181
1357,FNB,1.034,5061138432,10.763359,8.92405
1358,FELE,0.958,4924068864,25.987833,22.629238
1359,FDUS,1.425,620351232,6.737201,8.972727
1360,CVE,2.785,37337923584,12.814103,8.26033
1361,CPT,0.844,10506070016,26.594595,54.364643
1362,CPRT,1.217,55687876608,41.37143,35.975155
1363,CPF,1.132,534160480,9.101382,8.896397
1364,CFG,1.346,16635300864,11.594249,8.982674
1365,CCOI,0.405,3203659264,2.4541698,-20.939104
1366,WNC,1.561,1349868928,6.2245326,11.427482
1367,WDFC,-0.064,3435364864,49.766205,43.300854
1368,VNCE,1.734,40633776,2.1381578,-9.285714
1369,TW,0.922,22683017216,60.918125,34.956375
1370,STRT,1.121,96523432,593.25,16.479166
1371,STC,1.179,1797367040,58.61261,11.102388
1372,SP,1.225,1033898560,33.261147,13.287532
1373,SHIP,0.838,172336560,9.0625,5.6862745
1374,SHG,0.601,18078357504,6.2372584,4.8884296
1375,SHEN,0.485,876259200,108.56251,-157.9091
1376,RNST,1.047,1760716416,12.234375,11.347826
1377,PFGC,1.389,11612939264,27.240875,14.692913
1378,OTTR,0.565,3609524224,12.342857,20.669857
1379,MCS,1.474,452361440,31.0,29.708334
1380,LPX,1.832,6067641344,34.109756,17.336777
1381,LCNB,0.719,210795344,14.490909,10.283871
1382,IMOS,0.526,1163791616,19.41358,31.138615
1383,ICLR,1.145,27714230272,45.337383,19.703814
1384,HXL,1.232,6053652992,58.75,24.364548
1385,HNRG,0.465,185938112,4.264,20.5
1386,HEI,1.166,23292450816,62.62295,46.024094
1387,FULT,0.82,2574466048,9.689025,10.251614
1388,FRME,1.086,2069004672,9.356568,9.914773
1389,FMX,0.38,233067364352,113.27827,27.196243
1390,FCF,0.852,1422610048,9.038961,9.599999
1391,EQC,0.331,2019990016,25.173332,-188.79999
1392,DRH,1.601,2024846208,26.694443,19.612244
1393,CVGI,2.729,217966704,4.3741493,5.5431037
1394,CNMD,1.336,2464910592,39.2549,14.249111
1395,CLRO,0.702,43848084,2.1529412,-2.6142857
1396,CHEF,2.216,1494115328,42.795456,22.963415
1397,CHDN,1.021,9119038464,22.540985,16.47803
1398,CHCO,0.493,1548834304,13.695138,14.141113
1399,CGNX,1.479,7288646144,65.261536,35.647057
1400,WCN,0.662,44323536896,58.30847,31.274544
1401,VSEC,1.654,1261528064,26.31579,16.393442
1402,UMC,1.189,20496095232,9.298851,10.371796
1403,UMBF,0.833,4240075264,12.115599,11.224516
1404,TAC,0.893,1977366272,3.7602336,40.1875
1405,SXI,1.024,2163060736,15.776623,21.667063
1406,SANW,0.935,20951466,1.6123333,-2.4185
1407,NCMI,1.868,499676160,0.3591353,42.916668
1408,KT,0.383,6990414336,9.163399,7.116751
1409,KEX,1.205,5573455872,25.623655,15.651888
1410,JVA,1.219,9019588,Infinity,3.95
1411,HTHT,0.919,12336555008,82.34042,17.2
1412,FF,0.589,352293760,9.470588,10.0625
1413,FCFS,0.609,5753061376,26.570833,15.745678
1414,EPC,0.947,1929414912,18.757282,12.668853
1415,EDN,1.318,986040640,8.42381,2.923967
1416,DQ,0.183,1851143936,5.008897,4.3108726
1417,CWST,0.893,5734015488,214.93478,84.50428
1418,CRAI,1.21,1041760384,27.802973,22.392216
1419,CPSS,2.093,159742048,4.2000003,9.108434
1420,COCO,0.183,1390782848,30.92405,23.490385
1421,CLS,2.314,5360442880,22.13793,13.87037
1422,USAC,1.201,2747063296,133.34999,31.37647
1423,TREX,1.585,10841528320,52.77778,39.271656
1424,TRC,0.644,412789216,128.41667,140.09091
1425,TCPC,1.466,892717248,15.567164,6.601266
1426,SWX,0.347,5453480960,35.74178,20.687498
1427,SRCE,0.784,1282224640,10.421471,11.648889
1428,PMTS,0.938,203618288,8.885572,5.779936
1429,PLXS,1.025,2618141440,21.071112,15.442997
1430,PGC,0.991,429480448,8.9778595,8.2474575
1431,OCFC,0.983,967426944,9.652941,7.7772517
1432,LODE,2.047,42135680,4.042222,-2.1399999
1433,LKFN,0.663,1722098304,18.169863,18.734463
1434,IART,1.129,2772891904,42.202385,9.792818
1435,FC,1.217,520870240,30.671875,18.695238
1436,CUZ,1.249,3656484096,43.70909,41.44828
1437,CRNT,1.488,273781472,45.714287,7.804878
1438,CMPR,1.985,2357605632,57.47403,22.694872
1439,CIX,0.766,422363328,18.641304,21.304348
1440,YORW,0.604,519901440,21.849398,21.461538
1441,VIRC,0.689,178676000,6.3179193,6.3546515
1442,SPXC,1.249,5625563136,39.719357,22.026833
1443,SLRC,1.117,837413120,10.964286,9.534162
1444,SAR,1.347,316761216,12.275133,6.391185
1445,RGEN,1.03,10257420288,248.54053,88.42308
1446,PCYO,0.979,228766656,35.185184,105.55555
1447,NVEC,1.162,435876000,20.21973,31.865725
1448,NMFC,1.164,1303464320,10.217742,8.678082
1449,MIDD,1.558,8618890240,21.699055,14.343443
1450,KOF,0.882,20504145920,17.419355,13.728813
1451,IRMD,0.832,557036608,32.585186,26.341318
1452,GVA,1.456,2512137472,58.896908,11.403193
1453,GAIN,1.339,510717536,7.1507535,13.5523815
1454,FCPT,1.014,2253855744,22.869158,21.654867
1455,CUBE,0.707,10231251968,24.846153,24.983427
1456,CNHI,1.689,16139736064,7.3636365,8.099999
1457,CNA,0.662,12304232448,10.252822,8.586011
1458,CMRE,1.376,1336405760,3.8474576,5.675
1459,CHT,0.057,30719930368,26.268456,24.310558
1460,CHMG,0.211,201808464,8.045454,7.881262
